SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
2013E,2013E,IC 2532,150.023000,-34.233690,150.022500,-34.228280,0.009467,0.010526,0.000083,0.01027,0.00085,77,250,150.202271,-34.180534,0.009363,0.010423,0.01016,77,1,1,0
2013eh,2013eh,WISEA J161609.54+383244.6,244.038290,38.548060,244.039580,38.545860,0.034947,0.035086,0.000010,0.03655,0.00086,-423,250,,,,,,,0,1,0
2013eu,2013eu,UGC 05609,156.092960,78.606530,156.092790,78.609190,0.009266,0.009356,0.000060,0.01015,0.00084,-235,250,,,,,,,0,1,0
2013fn,2013fn,IC 1342,315.099000,-14.497830,315.106371,-14.495677,0.026975,0.025990,0.000053,0.02539,0.00086,176,250,315.603881,-13.966516,0.028239,0.027243,0.02664,-18,1,1,0
2013fy,2013fy,ESO 287- G 040,324.363000,-47.031890,324.367420,-47.035830,0.030248,0.029573,0.000150,0.02904,0.00087,156,250,324.343736,-47.118206,0.031669,0.030994,0.03046,71,1,1,0
2013gs,2013gs,UGC 05066,142.786960,46.384830,142.782790,46.384280,0.016812,0.017480,0.000015,0.01776,0.00085,-83,250,,,,,,,0,1,0
2013hh,2013hh,UGC 06483,172.268210,17.235970,172.259670,17.231860,0.013128,0.014265,0.000026,0.01415,0.00085,34,250,,,,,,,0,1,0
2013hn,2013hn,IC 4329,207.246540,-30.290690,207.272120,-30.295860,0.015067,0.015973,0.000103,0.01547,0.00085,149,250,206.993876,-30.503318,0.015380,0.016288,0.01578,149,1,1,0
2013Q,2013Q,NGC 7753,356.782790,29.486530,356.770120,29.483440,0.017197,0.016052,0.000008,0.01650,0.00085,-132,250,356.894745,29.550443,0.017266,0.016122,0.01657,-132,1,1,0
2014at,2014at,NGC 7119,326.561750,-46.522530,326.564580,-46.518060,0.032116,0.031418,0.000127,0.03114,0.00087,80,250,,,,,,,0,1,0
2014bv,2014bv,NGC 4386,186.129080,75.535720,186.118120,75.528920,0.005634,0.005780,0.000137,0.00664,0.00085,-255,250,185.009071,75.357531,0.005324,0.005476,0.00633,-256,1,1,0
2014cd,2014cd,NGC 1578,65.946620,-51.600810,65.944380,-51.599440,0.020608,0.020568,0.000087,0.02051,0.00086,18,250,,,,,,,0,1,0
2014dg,2014dg,UGC 02855,57.082420,70.131810,57.086380,70.132890,0.003913,0.003623,0.000092,0.00453,0.00084,-271,250,,,,,,,0,1,0
2014dt,2014dt,MESSIER 061,185.489870,4.471810,185.478750,4.473640,0.005228,0.006386,0.000017,0.00633,0.00084,16,250,,,,,,,0,1,0
2014eg,2014eg,ESO 154- G 010,41.288620,-55.738030,41.286290,-55.740580,0.018803,0.018511,0.000150,0.01835,0.00086,47,250,,,,,,,0,1,0
2014ek,2014ek,UGC 12850,359.027290,29.378420,359.025670,29.377920,0.023113,0.021968,0.000007,0.02274,0.00085,-228,250,,,,,,,0,1,0
2014I,2014I,ESO 487- G 036,85.582500,-25.544420,85.586960,-25.541030,0.030061,0.030282,0.000150,0.02938,0.00087,262,250,,,,,,,0,1,0
2014R,2014R,UGC 05055,142.551250,55.853750,142.548960,55.852420,0.025137,0.025647,0.000008,0.02595,0.00086,-89,250,,,,,,,0,1,0
2015bp,2015bp,NGC 5839,226.375290,1.634000,226.364540,1.634810,0.004069,0.004706,0.000017,0.00419,0.00084,153,250,226.268916,1.766444,0.005393,0.006032,0.00552,34,1,1,0
2015F,2015F,NGC 2442,114.065670,-69.506390,114.099330,-69.530830,0.004890,0.005286,0.000018,0.00502,0.00084,81,250,113.568393,-69.403055,0.004758,0.005152,0.00488,81,1,1,0
2008J,2008J,MCG -02-07-033,38.600830,-10.844030,38.602120,-10.843720,0.015954,0.015210,0.000150,0.01551,0.00086,-90,250,,,,,,,0,1,0
2008ha,2008ha,UGC 12682,353.719540,18.226500,353.722920,18.227220,0.004623,0.003414,0.000002,0.00448,0.00084,-319,250,,,,,,,0,1,0
2009J,2009J,IC 2160,88.838040,-76.922440,88.869000,-76.920250,0.015874,0.016076,0.000150,0.01591,0.00086,50,250,,,,,,,0,1,0
2010ae,2010ae,ESO 162- G 017,108.977710,-57.343580,108.977210,-57.343500,0.003759,0.004229,0.000150,0.00359,0.00085,190,250,,,,,,,0,1,0
2012ht,2012ht,NGC 3447A,163.344790,16.776360,163.349920,16.772440,0.003516,0.004646,0.000021,0.00465,0.00084,-0,250,,,,,,,0,1,0
2001bg,2001bg,NGC 2608,128.828580,28.468280,128.822210,28.473420,0.007192,0.007963,0.000009,0.00855,0.00084,-174,250,,,,,,,0,1,0
2019np,2019np,NGC 3254,157.341580,29.510640,157.333080,29.491830,0.004523,0.005502,0.000005,0.00621,0.00084,-210,250,,,,,,,0,1,0
1999bh,1999bh,NGC 3435,163.695687,61.288886,163.701400,61.289870,0.017281,0.017744,0.000008,0.01831,0.00085,-165,250,,,,,,,0,1,0
1999dg,1999dg,UGC 09758,227.868370,13.484920,227.867011,13.483608,0.022059,0.022631,0.000143,0.02197,0.00086,194,250,,,,,,,0,1,0
2000cp,2000cp,ABELL 2151:[MGT95] 103,241.365080,17.830220,241.364798,17.830359,0.033946,0.034239,0.000282,0.03293,0.00091,379,250,,,,,,,0,1,0
2000cu,2000cu,ESO 525- G 004,291.087290,-25.984560,291.083338,-25.984945,0.019567,0.019019,0.000150,0.01866,0.00086,106,250,,,,,,,0,1,0
2000cw,2000cw,CGCG 498-012,356.854580,28.387720,356.851790,28.393530,0.030131,0.028962,0.000009,0.02949,0.00086,-154,250,,,,,,,0,1,0
2000dg,2000dg,CGCG 408-029,1.557540,8.888190,1.559376,8.887724,0.038490,0.037246,0.000019,0.03697,0.00086,80,250,,,,,,,0,1,0
2000dm,2000dm,UGC 11198,274.745710,16.248170,274.746553,16.249530,0.015107,0.014717,0.000009,0.01484,0.00085,-35,250,,,,,,,0,1,0
2000dn,2000dn,IC 1468,346.274420,-3.200280,346.281511,-3.204430,0.032066,0.030814,0.000217,0.03148,0.00089,-193,250,,,,,,,0,1,0
2000dr,2000dr,IC 1610,15.433500,-15.569190,15.427368,-15.567724,0.018673,0.017650,0.000150,0.01790,0.00086,-73,250,,,,,,,0,1,0
2001bp,2001bp,WISEA J160208.91+364313.9,240.538540,36.718890,240.537146,36.720499,0.094829,0.095050,0.000009,0.09519,0.00091,-38,250,,,,,,,0,1,0
2001br,2001br,UGC 11260,277.606460,34.103610,277.605951,34.102882,0.020901,0.020465,0.000203,0.02090,0.00088,-128,250,,,,,,,0,1,0
2001cj,2001cj,UGC 08399,200.436870,31.246830,200.439380,31.237240,0.024088,0.024912,0.000017,0.02494,0.00085,-9,250,,,,,,,0,1,0
2001ck,2001ck,UGC 09425 NED01,219.458670,30.483940,219.460260,30.483220,0.034837,0.035436,0.000357,0.03616,0.00094,-210,250,,,,,,,0,1,0
2001dl,2001dl,UGC 11725,320.257210,9.180670,320.257446,9.177550,0.020948,0.019830,0.000007,0.02049,0.00085,-195,250,,,,,,,0,1,0
2001E,2001E,NGC 3905,177.270830,-9.736360,177.270460,-9.729830,0.019090,0.020330,0.000150,0.02019,0.00086,40,250,,,,,,,0,1,0
2001ex,2001ex,UGC 03595,103.999540,55.400830,104.001871,55.400764,0.026378,0.026566,0.000087,0.02731,0.00086,-216,250,,,,,,,0,1,0
2002aw,2002aw,2MFGC 13321,249.371080,40.880640,249.371940,40.880110,0.026385,0.026424,0.000011,0.02493,0.00085,437,250,,,,,,,0,1,0
2002cf,2002cf,NGC 4786,193.630420,-6.856890,193.635080,-6.859420,0.015098,0.016228,0.000048,0.01594,0.00085,86,250,,,,,,,0,1,0
2002cs,2002cs,NGC 6702,281.749830,45.705470,281.739920,45.705670,0.015838,0.015377,0.000030,0.01590,0.00085,-155,250,,,,,,,0,1,0
2002cu,2002cu,NGC 6575,272.710000,31.108970,272.739540,31.116190,0.022528,0.022173,0.000044,0.02236,0.00085,-56,250,,,,,,,0,1,0
2002dl,2002dl,UGC 11994,335.224830,33.292690,335.221330,33.295330,0.016268,0.015170,0.000007,0.01532,0.00085,-45,250,,,,,,,0,1,0
2002eb,2002eb,CGCG 473-011,334.771830,24.594390,334.776250,24.598200,0.027509,0.026331,0.000297,0.02730,0.00091,-284,250,,,,,,,0,1,0
2002ef,2002ef,NGC 7761,357.873080,-13.379560,357.870390,-13.381590,0.023406,0.022242,0.000150,0.02273,0.00087,-142,250,,,,,,,0,1,0
2002el,2002el,NGC 6986,314.125380,-18.559530,314.127750,-18.566540,0.028727,0.027783,0.000150,0.02849,0.00087,-207,250,,,,,,,0,1,0
2002jg,2002jg,NGC 7253B,334.870000,29.384580,334.876080,29.388020,0.015010,0.013880,0.000007,0.01415,0.00085,-80,250,,,,,,,0,1,0
2003gn,2003gn,CGCG 452-024,338.465330,20.802360,338.460330,20.805310,0.034384,0.033161,0.000017,0.03375,0.00086,-171,250,,,,,,,0,1,0
2003gq,2003gq,NGC 7407,343.336170,32.132670,343.338070,32.129400,0.021435,0.020298,0.000017,0.02079,0.00085,-144,250,,,,,,,0,1,0
2003gs,2003gs,NGC 0936,36.909830,-1.159830,36.905833,-1.155833,0.004783,0.003981,0.000014,0.00452,0.00084,-161,250,,,,,,,0,1,0
2003gt,2003gt,NGC 6930,308.246330,9.872030,308.244863,9.874609,0.015191,0.014221,0.000017,0.01462,0.00085,-117,250,,,,,,,0,1,0
2003he,2003he,MCG -01-01-010,359.737710,-2.248080,359.738460,-2.249580,0.025264,0.024043,0.000150,0.02491,0.00087,-253,250,,,,,,,0,1,0
2003hv,2003hv,NGC 1201,46.038830,-26.085420,46.033250,-26.069640,0.005500,0.004984,0.000150,0.00557,0.00085,-174,250,,,,,,,0,1,0
2003Y,2003Y,IC 0522,133.644170,57.172170,133.645470,57.166710,0.016892,0.017322,0.000012,0.01775,0.00085,-125,250,,,,,,,0,1,0
2004at,2004at,ARK 271,164.688250,59.486670,164.695370,59.486800,0.022366,0.022869,0.000010,0.02321,0.00085,-99,250,,,,,,,0,1,0
2004bd,2004bd,NGC 3786,174.925750,31.908830,174.927140,31.909432,0.009123,0.010084,0.000017,0.01063,0.00084,-161,250,,,,,,,0,1,0
2004bk,2004bk,NGC 5246,204.369670,4.103140,204.372383,4.104493,0.023058,0.024051,0.000011,0.02352,0.00085,156,250,,,,,,,0,1,0
2004br,2004br,NGC 4493,187.782500,0.613220,187.784880,0.613690,0.023083,0.024259,0.000009,0.02464,0.00085,-110,250,,,,,,,0,1,0
2004bv,2004bv,NGC 6907,306.276420,-24.814920,306.277620,-24.809170,0.010691,0.009914,0.000150,0.01022,0.00086,-91,250,,,,,,,0,1,0
2004bw,2004bw,CGCG 020-052,225.944790,-3.304560,225.938750,-3.302580,0.021401,0.022069,0.000150,0.02116,0.00086,267,250,,,,,,,0,1,0
2004E,2004E,KUG 1314+318B,199.214170,31.586610,199.213170,31.581220,0.029834,0.030670,0.000067,0.03155,0.00086,-257,250,,,,,,,0,1,0
2004fz,2004fz,NGC 0783,30.276710,31.878940,30.277540,31.882470,0.017320,0.016459,0.000015,0.01743,0.00085,-287,250,,,,,,,0,1,0
2004S,2004S,ESO 427- G 006,101.431250,-31.231250,101.444140,-31.230698,0.009298,0.009800,0.000020,0.01042,0.00084,-184,250,,,,,,,0,1,0
2005bc,2005bc,NGC 5698,219.312710,38.456420,219.311230,38.454270,0.012106,0.012616,0.000009,0.01292,0.00084,-91,250,,,,,,,0,1,0
2005cc,2005cc,NGC 5383,209.270210,41.844940,209.270720,41.846260,0.007260,0.007848,0.000050,0.00844,0.00084,-175,250,,,,,,,0,1,0
2005de,2005de,UGC 11097,270.597330,26.052140,270.602950,26.042890,0.015260,0.014946,0.000060,0.01519,0.00085,-72,250,,,,,,,0,1,0
2005dm,2005dm,IC 0219,34.663540,-6.903000,34.661790,-6.903330,0.016840,0.016013,0.000130,0.01628,0.00086,-79,250,,,,,,,0,1,0
2008cl,2008cl,UGC 10261,242.768120,52.452220,242.766970,52.450330,0.063330,0.063409,0.000013,0.06355,0.00089,-40,250,,,,,,,0,1,0
2008ei,2008ei,UGC 11977,334.388540,33.255920,334.389290,33.256110,0.037659,0.036541,0.000497,0.03702,0.00100,-139,250,,,,,,,0,1,0
SNF20071021-000,,2MASX J00150006+1619596,3.749292,16.335000,3.750292,16.333242,0.027600,0.026396,0.000150,0.02714,0.00087,-216,250,,,,,,,0,1,0
SNF20080514-002,,UGC 08472,202.303420,11.272390,202.306840,11.275820,0.021938,0.022920,0.000011,0.02219,0.00085,213,250,,,,,,,0,1,0
SNF20080909-030,,GALEXASC J220149.54+130320.0,330.454458,13.055306,330.456000,13.055194,0.031340,0.030132,0.000050,0.03110,0.00086,-282,250,,,,,,,0,1,0
2017gup,2017gup,WISEA J032934.19+105825.5,52.392710,10.973110,52.392490,10.973770,0.023160,0.022603,0.000090,0.02275,0.00086,-43,250,,,,,,,0,1,0
2017hoq,2017hoq,WISEA J051920.10-173647.6,79.834540,-17.611590,79.833782,-17.612951,0.023410,0.023498,0.000090,0.02303,0.00086,137,250,,,,,,,0,1,0
2018enc,2018enc,WISEA J151928.86-095256.6,229.869290,-9.880560,229.870280,-9.882400,0.023890,0.024495,0.000090,0.02354,0.00086,281,250,,,,,,,0,1,0
2018fop,2018fop,WISEA J011517.81-065130.5,18.825460,-6.859040,18.824830,-6.858540,0.021210,0.020165,0.000090,0.02151,0.00086,-396,250,,,,,,,0,1,0
2018jjd,2018jjd,GALEXASC J042420.17-315913.5,66.083542,-31.987439,66.083770,-31.986600,0.025600,0.025465,0.000090,0.02521,0.00086,75,250,,,,,,,0,1,0
ASASSN-16bn,2016adn,WISEA J031031.63+041618.0,47.643750,4.269670,47.631740,4.271610,0.023166,0.022527,0.000077,0.02241,0.00086,36,250,,,,,,,0,1,0
ASASSN-16es,2016cbx,SDSS J115054.45+021828.1,177.727380,2.306880,177.726232,2.307243,0.028500,0.029734,0.000090,0.03047,0.00086,-215,250,,,,,,,0,1,0
ASASSN-16hh,2016daj,MCG +03-06-031,31.155870,21.586060,31.151964,21.592157,0.030260,0.029350,0.000090,0.02979,0.00086,-127,250,,,,,,,0,1,0
ASASSN-16lc,2016gtr,WISEA J192901.71-515812.6,292.252130,-51.971040,292.256150,-51.970430,0.020330,0.020015,0.000090,0.02096,0.00086,-278,250,,,,,,,0,1,0
ASASSN-18da,2018vw,WISEA J032916.56-235839.3,52.319370,-23.978640,52.319033,-23.977722,0.022000,0.021570,0.000090,0.02170,0.00086,-39,250,,,,,,,0,1,0
ASASSN-18iu,2018aye,WISEA J175740.54+500200.6,269.417470,50.038590,269.418903,50.033576,0.022300,0.022021,0.000090,0.02207,0.00086,-16,250,,,,,,,0,1,0
2019ein,2019ein,NGC 5353,208.371290,40.275370,208.361220,40.283030,0.007755,0.008373,0.000010,0.00883,0.00084,-135,250,,,,,,,0,1,0
2021pit,2021pit,NGC 1448,56.125875,-44.632569,56.133000,-44.644830,0.003876,0.003659,0.000013,0.00384,0.00084,-55,250,,,,,,,0,1,0
2021hpr,2021hpr,NGC 3147,154.160917,73.400500,154.223540,73.400750,0.009380,0.009578,0.000019,0.01044,0.00084,-256,250,,,,,,,0,1,0
2015bo,2015bo,NGC 5490,212.479670,17.532080,212.488710,17.545560,0.016137,0.016935,0.000048,0.01624,0.00085,205,250,,,,,,,0,1,0
722,2005ed,2MASS J00024943+0045068,0.705703,0.751234,0.705965,0.751865,0.086341,0.085043,0.000036,0.08532,0.00091,-76,250,,,,,,,0,1,0
739,2005ef,WISEA J005822.99+004045.9,14.595315,0.679056,14.595828,0.679417,0.107638,0.106426,0.000018,0.10667,0.00092,-65,250,,,,,,,0,1,0
744,2005ei,WISEA J215647.64+001901.3,329.198490,0.317498,329.198517,0.317050,0.128251,0.126942,0.000013,0.12710,0.00094,-42,250,,,,,,,0,1,0
762,2005eg,WISEA J010208.64-005246.7,15.535334,-0.878981,15.536070,-0.879654,0.191381,0.190093,0.000024,0.19025,0.00099,-39,250,,,,,,,0,1,0
774,2005ex,WISEA J014151.28-005236.3,25.463467,-0.876399,25.463676,-0.876736,0.093331,0.092274,0.000034,0.09252,0.00091,-67,250,,,,,,,0,1,0
1032,2005ez,WISEA J030711.02+010711.8,46.795696,1.119552,46.795914,1.119978,0.129755,0.129039,0.000034,0.12921,0.00094,-46,250,,,,,,,0,1,0
1112,2005fg,WISEA J223604.05-002229.7,339.017639,-0.375189,339.016876,-0.374927,0.257608,0.256088,0.000027,0.25620,0.00105,-26,250,,,,,,,0,1,0
1119,2005fc,WISEA J212139.08+005342.4,320.413555,0.894656,320.412872,0.895200,0.297805,0.296392,0.000012,0.29647,0.00108,-18,250,,,,,,,0,1,0
1166,,WISEA J003725.29+005825.8,9.355659,0.973274,9.355281,0.973942,0.382077,0.380500,0.000100,0.38061,0.00116,-23,250,,,,,,,0,1,0
1241,2005ff,WISEA J223041.16-004634.2,337.672525,-0.776589,337.671478,-0.776249,0.089790,0.088480,0.000015,0.08870,0.00091,-59,250,,,,,,,0,1,0
1253,2005fd,SDSS J213511.65+000946.1,323.799046,0.163079,323.798584,0.162843,0.263071,0.261659,0.000039,0.26175,0.00105,-21,250,,,,,,,0,1,0
1316,2005fe,WISEA J221927.32+002937.3,334.863827,0.494451,334.863861,0.494165,0.217109,0.215656,0.000024,0.21578,0.00101,-30,250,,,,,,,0,1,0
1371,2005fh,2MASX J23172973+0025473,349.373819,0.429384,349.373749,0.429689,0.119343,0.117973,0.000026,0.11818,0.00093,-55,250,,,,,,,0,1,0
1580,2005fb,SDSS J030117.71-003832.1,45.323063,-0.644066,45.323826,-0.642276,0.182932,0.182156,0.000012,0.18229,0.00099,-33,250,,,,,,,0,1,0
1688,,SDSS J212525.87+001929.4,321.357750,0.324543,321.357819,0.324875,0.359161,0.357671,0.000015,0.35774,0.00113,-16,250,,,,,,,0,1,0
1794,2005fj,SDSS J211120.86-002643.4,317.836819,-0.445333,317.836945,-0.445389,0.141910,0.140701,0.000063,0.14082,0.00095,-30,250,,,,,,,0,1,0
2017,2005fo,WISEA J215546.54+003536.0,328.943336,0.593518,328.943909,0.593471,0.263088,0.261624,0.000025,0.26172,0.00105,-23,250,,,,,,,0,1,0
2030,2005fl,WISEA J204722.04-011511.7,311.841583,-1.253282,311.842072,-1.253302,0.233600,0.232383,0.000500,0.23245,0.00114,-16,250,,,,,,,0,1,0
2031,2005fm,SDSS J204810.43-011016.8,312.043190,-1.171422,312.043488,-1.171349,0.153000,0.151859,0.000500,0.15195,0.00108,-23,250,,,,,,,0,1,0
2102,2005fn,SDSS J204853.04+001129.8,312.220947,0.191135,312.221008,0.191625,0.095100,0.094010,0.000500,0.09414,0.00104,-37,250,,,,,,,0,1,0
2165,2005fr,SDSS J010821.96-000546.6,17.091730,-0.096247,17.091541,-0.096315,0.290200,0.288823,0.005000,0.28894,0.00511,-28,250,,,,,,,0,1,1
2246,2005fy,WISEA J032021.70-005305.7,50.090420,-0.885593,50.090488,-0.884806,0.194900,0.194222,0.000500,0.19434,0.00111,-29,250,,,,,,,0,1,0
2308,2005ey,WISEA J021705.62+001651.0,34.272865,0.280298,34.273410,0.280790,0.150200,0.149229,0.005000,0.14940,0.00509,-45,250,,,,,,,0,1,1
2330,2005fp,WISEA J002713.81+010713.7,6.807123,1.120598,6.807332,1.120859,0.213200,0.211793,0.000500,0.21195,0.00113,-38,250,,,,,,,0,1,0
2372,2005ft,WISEA J024204.99-003227.4,40.520721,-0.540850,40.520836,-0.541038,0.180465,0.179591,0.000023,0.17973,0.00098,-36,250,,,,,,,0,1,0
2422,2005fi,SDSS J000758.69+003816.7,1.994533,0.638195,1.994581,0.637986,0.267200,0.265694,0.005000,0.26582,0.00511,-31,250,,,,,,,0,1,1
2440,2005fu,WISEA J025032.14+004826.5,42.633732,0.807796,42.633888,0.807329,0.191139,0.190296,0.000006,0.19044,0.00099,-35,250,,,,,,,0,1,0
2533,2005fs,WISEA J020452.92-001934.2,31.220692,-0.326468,31.220528,-0.326170,0.342200,0.341008,0.005000,0.34111,0.00512,-23,250,,,,,,,0,1,1
2561,2005fv,WISEA J030522.63+005135.2,46.343418,0.858359,46.344315,0.859733,0.118129,0.117412,0.000021,0.11760,0.00093,-50,250,,,,,,,0,1,0
2635,2005fw,WISEA J033048.95-011415.2,52.704308,-1.238076,52.704029,-1.237617,0.143700,0.143110,0.000500,0.14325,0.00108,-36,250,,,,,,,0,1,0
2689,2005fa,WISEA J013936.01-004528.5,24.900312,-0.758714,24.900028,-0.757933,0.161489,0.160357,0.000046,0.16053,0.00097,-44,250,,,,,,,0,1,0
2789,2005fx,WISEA J225648.48+002402.0,344.201455,0.401109,344.202026,0.400570,0.290479,0.288902,0.000056,0.28901,0.00108,-26,250,,,,,,,0,1,0
2916,2005fz,WISEA J210341.29+003410.0,315.921719,0.569566,315.922272,0.569533,0.124200,0.123030,0.000500,0.12316,0.00106,-34,250,,,,,,,0,1,0
2943,2005go,SDSS-II SN 02943 HOST,17.704947,1.007936,17.705174,1.008152,0.265400,0.264054,0.000500,0.26419,0.00117,-31,250,,,,,,,0,1,0
2992,2005gp,WISEA J034159.34-004658.2,55.497040,-0.782655,55.497280,-0.782922,0.126604,0.126083,0.000017,0.12623,0.00094,-38,250,,,,,,,0,1,0
3080,2005ga,WISEA J010743.60-010222.0,16.932343,-1.039495,16.931700,-1.039478,0.174404,0.173152,0.000023,0.17331,0.00098,-42,250,,,,,,,0,1,0
3087,2005gc,WISEA J012137.52-005837.8,20.406706,-0.977236,20.406601,-0.977155,0.165510,0.164311,0.000015,0.16448,0.00097,-43,250,,,,,,,0,1,0
3199,2005gs,SDSS J221310.18+010301.3,333.292725,1.050538,333.292425,1.050709,0.251100,0.249615,0.000500,0.24972,0.00116,-26,250,,,,,,,0,1,0
3256,2005hn,WISEA J215704.16-001324.5,329.267700,-0.223487,329.267456,-0.223458,0.108225,0.106940,0.000009,0.10711,0.00092,-47,250,,,,,,,0,1,0
3317,2005gd,WISEA J014751.03+003825.5,26.962612,0.640600,26.962681,0.640420,0.161011,0.159907,0.000030,0.16008,0.00097,-45,250,,,,,,,0,1,0
3377,2005gr,SDSS J033637.48+010443.7,54.156151,1.079169,54.156178,1.078830,0.245100,0.244485,0.000500,0.24459,0.00115,-25,250,,,,,,,0,1,0
3451,2005gf,WISEA J221616.43+004228.2,334.069239,0.708130,334.068573,0.707809,0.249841,0.248353,0.000039,0.24846,0.00104,-26,250,,,,,,,0,1,0
3452,2005gg,SDSS J221841.10+003822.2,334.671497,0.639188,334.671295,0.639508,0.231138,0.229669,0.000023,0.22978,0.00103,-28,250,,,,,,,0,1,0
3592,2005gb,WISEA J011612.71+004726.0,19.052437,0.791937,19.052944,0.790555,0.086578,0.085439,0.000047,0.08571,0.00091,-76,250,,,,,,,0,1,0
3901,2005ho,WISEA J005924.13+000009.6,14.850435,0.002595,14.850421,0.002624,0.062861,0.061702,0.000008,0.06222,0.00089,-147,250,,,,,,,0,1,0
4000,2005gt,SDSS J020404.00-002158.6,31.016014,-0.365828,31.016712,-0.366323,0.277701,0.276562,0.000122,0.27668,0.00107,-27,250,,,,,,,0,1,0
4046,2005gw,WISEA J233759.57+003822.2,354.498314,0.642106,354.498291,0.642195,0.279200,0.277643,0.005000,0.27777,0.00511,-29,250,,,,,,,0,1,1
4241,2005gu,SDSS J004857.01-005419.8,12.237703,-0.905740,12.237578,-0.905509,0.332000,0.330519,0.000500,0.33063,0.00122,-25,250,,,,,,,0,1,0
4524,2005gj,SDSS J030111.99-003313.5,45.299786,-0.553865,45.299995,-0.553864,0.061600,0.060903,0.000500,0.06123,0.00102,-92,250,,,,,,,0,1,0
4679,2005gy,SDSS J012606.76+004036.7,21.528351,0.676858,21.528330,0.676942,0.332400,0.331041,0.000500,0.33115,0.00122,-25,250,,,,,,,0,1,0
5103,2005gx,SDSS J235932.23+004412.6,359.884450,0.737165,359.884369,0.736856,0.161989,0.160596,0.000010,0.16078,0.00097,-46,250,,,,,,,0,1,0
5183,2005gq,SDSS J033348.86+004233.4,53.454021,0.709351,53.453655,0.709379,0.389800,0.389096,0.000500,0.38917,0.00126,-17,250,,,,,,,0,1,0
5350,2005hp,WISEA J202852.64-004647.5,307.219166,-0.779229,307.219360,-0.779830,0.175400,0.174310,0.000500,0.17438,0.00110,-18,250,,,,,,,0,1,0
5391,2005hs,SDSS J032922.15-010542.8,52.341984,-1.094704,52.342346,-1.095253,0.300900,0.300219,0.000500,0.30030,0.00119,-20,250,,,,,,,0,1,0
5395,2005hr,SDSS J031833.79+000723.9,49.640949,0.123341,49.640862,0.123345,0.117000,0.116354,0.000500,0.11653,0.00106,-47,250,,,,,,,0,1,0
5533,2005hu,SDSS J215440.78+002446.9,328.669954,0.413430,328.669983,0.412789,0.220282,0.218870,0.000018,0.21898,0.00102,-27,250,,,,,,,0,1,0
5549,2005hx,SDSS J001259.96+001454.8,3.250535,0.248223,3.249939,0.248559,0.121242,0.119919,0.000019,0.12014,0.00093,-58,250,,,,,,,0,1,0
5550,2005hy,WISEA J001423.63+001959.9,3.598291,0.333052,3.598495,0.333176,0.156291,0.154928,0.000015,0.15511,0.00096,-47,250,,,,,,,0,1,0
5588,2005hw,WISEA J000928.40+010916.0,2.368614,1.154935,2.368292,1.154459,0.411141,0.409466,0.000089,0.40957,0.00118,-22,250,,,,,,,0,1,0
5635,2005hv,SDSS J221243.87-000206.2,333.182760,-0.034922,333.182831,-0.035077,0.179790,0.178393,0.000070,0.17852,0.00099,-33,250,,,,,,,0,1,0
5717,2005ia,SDSS J011135.03-000021.4,17.895966,-0.005896,17.896011,-0.005949,0.251700,0.250374,0.000500,0.25051,0.00116,-32,250,,,,,,,0,1,0
5736,2005jz,,22.862734,-0.631618,22.861755,-0.632342,0.255200,0.253945,0.005000,0.25407,0.00511,-30,250,,,,,,,0,1,1
5737,2005ib,SDSS J013125.72-003611.9,22.857040,-0.603384,22.857170,-0.603343,0.393000,0.391606,0.000500,0.39170,0.00126,-21,250,,,,,,,0,1,0
5751,2005hz,WISEA J004632.24+005017.5,11.634153,0.838215,11.634360,0.838165,0.130555,0.129287,0.000013,0.12950,0.00094,-56,250,,,,,,,0,1,0
5844,2005ic,SDSS J215108.58-005034.0,327.786194,-0.842936,327.786093,-0.842693,0.310800,0.309296,0.000500,0.30938,0.00120,-19,250,,,,,,,0,1,0
5944,2005hc,MCG +00-06-003,29.199791,-0.213720,29.202114,-0.212567,0.045915,0.044955,0.000016,0.04575,0.00087,-229,250,,,,,,,0,1,0
5957,2005ie,WISEA J021902.35-001621.1,34.760574,-0.272839,34.759819,-0.272579,0.280304,0.279235,0.000024,0.27935,0.00107,-26,250,,,,,,,0,1,0
5966,2005it,WISEA J010445.72+003047.7,16.190392,0.513917,16.190548,0.513275,0.309632,0.308220,0.000025,0.30834,0.00109,-27,250,,,,,,,0,1,0
5994,2005ht,,312.602551,-0.167889,,,0.189200,0.188012,0.005000,0.18809,0.00510,-21,250,,,,,,,0,0,1
6057,2005if,WISEA J033012.86-005827.9,52.553604,-0.974586,52.553692,-0.974474,0.067072,0.066517,0.000009,0.06654,0.00089,-6,250,,,,,,,0,1,0
