CID IDSURVEY zHD zHDERR zCMB zCMBERR zHEL zHELERR m_b_corr m_b_corr_err_DIAG MU_SH0ES MU_SH0ES_ERR_DIAG CEPH_DIST IS_CALIBRATOR USED_IN_SH0ES_HF c cERR x1 x1ERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 RA DEC HOST_RA HOST_DEC HOST_ANGSEP VPEC VPECERR MWEBV HOST_LOGMASS HOST_LOGMASS_ERR PKMJD PKMJDERR NDOF FITCHI2 FITPROB m_b_corr_err_RAW m_b_corr_err_VPEC biasCor_m_b biasCorErr_m_b biasCor_m_b_COVSCALE biasCor_m_b_COVADD
ASASSN-15sf 150 0.02432 0.00131 0.02349 0.001 0.02468 0.001 15.9787 0.23365 35.2317 0.235205 -9 0 1 -0.069691 0.032833 0.87267 0.13555 15.7165 0.0413885 0.00927729 0.000353653 6.67276e-05 -1.17304e-05 -9.61968e-06 2.865 -6.4273 -999 -999 -9 -241.913 250 0.0263781 8.21725 0.034 57333.3 0.1668 10 36.4549 7.02915e-05 0.0762 0.1184 0.0296 0.001 1 0.006
2005bg 5 0.02434 0.00085 0.02414 1e-05 0.02303 1e-05 15.7572 0.200135 35.0102 0.201948 -9 0 1 -0.060615 0.021939 0.38747 0.057364 15.5864 0.0279705 0.0104579 0.000269413 -0.000267834 3.66517e-06 -4.62217e-06 184.322 16.3716 -999 -999 -9 -59.0594 250 0.0276121 9.73321 0.01 53470.4 0.1179 60 206.142 6.49441e-18 0.0512 0.0767 0.0214 0.002 1 0.006
2009D 5 0.02453 0.00086 0.02476 0.00012 0.0251 0.00012 15.755 0.159749 35.008 0.162015 -9 0 1 -0.096976 0.021905 0.6502 0.02688 15.4324 0.0356025 0.0120514 0.00039518 -0.00017537 1.93566e-06 -6.03316e-06 58.5951 -19.1817 -999 -999 -9 65.3409 250 0.0455357 10.1971 0.13 54841.9 0.0386 80 110.289 0.0140223 0.0512 0.0771 0.0208 0.001 1 0.003
2009D 51 0.02453 0.00086 0.02476 0.00012 0.0251 0.00012 15.8216 0.208209 35.0746 0.209952 -9 0 1 -0.087507 0.041305 1.04468 0.41085 15.4615 0.0742255 0.011733 0.000802119 -0.00935423 0.000218514 -3.664e-05 58.5951 -19.1817 -999 -999 -9 65.3409 250 0.0455357 10.1971 -9 54840.5 1.6089 4 1.66173 0.79766 0.106 0.0771 0.0122 0.001 1 0.003
2009D 65 0.02453 0.00086 0.02476 0.00012 0.0251 0.00012 15.6963 0.168725 34.9493 0.170871 -9 0 1 -0.070908 0.03005 0.42486 0.11797 15.4615 0.0466725 0.0117329 0.00050436 -0.000150683 3.17609e-06 -1.23396e-05 58.5951 -19.1817 -999 -999 -9 65.3409 250 0.0455357 10.1971 3.965 54841.9 0.3124 43 35.7476 0.77574 0.0641 0.0771 -0.0053 0.001 1 0.003
PS16ccn 150 0.02457 0.00087 0.02395 0.00016 0.02431 0.00016 15.9254 0.187175 35.1784 0.189112 -9 0 1 -0.125246 0.035357 0.37785 0.11105 15.6057 0.0558374 0.0102734 0.000528342 -0.000445957 1.62543e-06 -1.54172e-05 273.122 31.2799 -999 -999 -9 -183.015 250 0.0577757 7.58621 0.013 57508.6 0.2459 18 41.8436 0.00116288 0.075 0.0778 0.0709 0.001 1 0.004
2008bf 57 0.02462 0.00131 0.02451 0.00099 0.02342 0.00099 15.8531 0.234003 35.1061 0.235556 -9 0 0 -0.149234 0.026653 0.31545 0.066144 15.4708 0.0341785 0.0116327 0.000366193 -0.000267058 5.80042e-07 -8.01907e-06 181.012 20.2452 -999 -999 -9 -30.0449 250 0.0297117 10.3728 -9 54555.1 0.0755 52 98.4919 0.000105512 0.0605 0.1169 0.0733 0.002 1 0.003
2008bf 5 0.02462 0.00131 0.02451 0.00099 0.02342 0.00099 15.7991 0.229679 35.0521 0.231261 -9 0 0 -0.14861 0.021687 0.39564 0.028192 15.4059 0.028187 0.0123496 0.000320609 -0.000198513 1.73426e-06 -5.28766e-06 181.012 20.2452 -999 -999 -9 -30.0449 250 0.0297117 10.3728 0.16 54555.6 0.0312 80 129.096 0.000420631 0.0507 0.1169 0.0723 0.002 1 0.003
2008bf 64 0.02462 0.00131 0.02451 0.00099 0.02342 0.00099 15.6368 0.232409 34.8898 0.233972 -9 0 0 -0.056199 0.026441 0.33607 0.068149 15.451 0.0345719 0.0118467 0.000377222 -0.000157122 -5.28713e-07 -8.48559e-06 181.012 20.2452 -999 -999 -9 -30.0449 250 0.0297117 10.3728 2.95 54555 0.0911 46 57.8826 0.11237 0.0577 0.1169 -0.0148 0.001 1 0.003
1994M 61 0.02464 0.00085 0.02426 1e-05 0.02308 1e-05 15.6998 0.212083 34.9528 0.213795 -9 0 0 0.042876 0.028726 -1.42754 0.090378 16.0309 0.0368391 0.00694451 0.000235627 -8.24662e-05 7.9636e-07 -5.27384e-06 187.786 0.6054 -999 -999 -9 -110.13 250 0.0195984 10.974 0.6 49475.6 0.2657 36 54.246 0.0260217 0.0661 0.0758 -0.0645 0.001 1 0.01
2004br 57 0.02464 0.00085 0.02426 1e-05 0.02308 1e-05 15.554 0.180451 34.807 0.18246 -9 0 0 -0.107568 0.025604 1.00327 0.077989 15.1748 0.0306952 0.015279 0.000431957 -0.000320553 2.82407e-06 -9.3745e-06 187.783 0.6132 -999 -999 -9 -110.13 250 0.019729 7 -9 53148.8 0.1049 52 137.236 1.29235e-09 0.0588 0.0758 0.049 0.003 1 0.005
ASASSN-16hz 150 0.02466 0.00087 0.02406 0.00015 0.02531 0.00015 15.5582 0.316446 34.8112 0.317595 -9 0 1 0.09128 0.034225 -0.271228 0.12153 15.9978 0.0471584 0.00715947 0.000310968 -0.000462661 5.51552e-06 -8.66567e-06 348.94 -1.3396 -999 -999 -9 -175.764 250 0.0311734 9.55271 0.002 57605.3 0.4073 8 8.6616 0.37164 0.0761 0.0775 0.0649 0.003 1 0.032
2003he 57 0.02491 0.00087 0.02404 0.00015 0.02526 0.00015 15.8332 0.239027 35.0862 0.240547 -9 0 1 0.032819 0.019746 0.33862 0.046096 15.9552 0.0303613 0.00744594 0.000208216 -0.000124393 4.40099e-07 -3.17671e-06 359.738 -2.2481 -999 -999 -9 -252.988 250 0.033686 7 -9 52876.9 0.0546 66 124.354 1.87702e-05 0.0439 0.0768 0.0181 0.003 1 0.019
2001cj 57 0.02494 0.00085 0.02491 2e-05 0.02409 2e-05 15.9443 0.226892 35.1973 0.228493 -9 0 1 -0.128297 0.040956 0.71544 0.10931 15.5679 0.0319093 0.010637 0.000312616 -0.000663218 1.00222e-06 -1.04672e-05 200.437 31.2468 -999 -999 -9 -9.2981 250 0.0120998 7 -9 52066.3 0.1175 40 34.7165 0.70659 0.1062 0.0749 0.0735 0.003 1 0.005
Gaia16agf 150 0.02509 0.00086 0.02553 2e-05 0.02507 2e-05 15.9622 0.267166 35.2152 0.268527 -9 0 1 0.037954 0.034382 1.3638 0.14605 15.9737 0.0527444 0.00732001 0.000355602 3.02931e-05 -7.00554e-06 -9.666e-06 98.5373 -25.1846 -999 -999 -9 130.452 250 0.0571243 8.65931 0.1 57455.9 0.1672 10 13.7941 0.18259 0.0772 0.0754 0.043 0.002 1 0.02
2007cq 56 0.0251 0.00086 0.02481 8e-05 0.02604 8e-05 15.5839 0.286774 34.8369 0.288042 -9 0 1 -0.006157 0.054416 -0.13142 0.34467 15.6483 0.0724473 0.0098779 0.000659117 0.00135261 -2.60199e-05 -2.30628e-05 333.668 5.0803 -999 -999 -9 -83.9674 250 0.0934993 9.36898 0.004 54280.8 0.395 20 9.70671 0.97318 0.1417 0.0753 0.0117 0.002 1 0.012
2007cq 64 0.0251 0.00086 0.02481 8e-05 0.02604 8e-05 15.5952 0.179903 34.8482 0.181918 -9 0 1 -0.061404 0.029805 -0.689247 0.11692 15.5833 0.0661008 0.0104877 0.0006385 2.94163e-05 -1.10993e-06 -1.57203e-05 333.668 5.0803 -999 -999 -9 -83.9674 250 0.0934993 9.36898 0.139 54281 0.0706 33 54.2139 0.0114048 0.0557 0.0753 0.0239 0.002 1 0.006
2003it 63 0.0251 0.00085 0.02413 1e-05 0.02528 1e-05 15.826 0.204219 35.079 0.205996 -9 0 1 0.026245 0.032674 -1.5665 0.16037 16.1328 0.0517252 0.00632246 0.000301206 -9.66099e-05 -4.79265e-06 -7.6375e-06 1.452 27.4527 -999 -999 -9 -284.915 250 0.0608018 10.4235 0.026 52935.1 0.3436 8 7.47616 0.48623 0.0753 0.0744 -0.0579 0.001 1 0.008
2007cq 57 0.0251 0.00086 0.02481 8e-05 0.02604 8e-05 15.756 0.174816 35.009 0.176889 -9 0 1 -0.113141 0.029985 -0.3274 0.066198 15.5662 0.0661209 0.0106538 0.000648811 -0.000388668 5.42518e-06 -1.62861e-05 333.668 5.0803 -999 -999 -9 -83.9674 250 0.0934993 9.36898 -9 54281.1 0.077 43 48.5473 0.25931 0.0547 0.0753 0.0594 0.002 1 0.005
AT2017cfc 150 0.02512 0.00087 0.02499 0.00016 0.02402 0.00016 15.7746 0.188272 35.0276 0.190198 -9 0 0 -0.006368 0.032331 -0.915129 0.095605 15.912 0.0440503 0.00774839 0.000314366 -1.22272e-05 -2.41806e-06 -8.18557e-06 208.163 -2.0022 -999 -999 -9 -39.4698 250 0.0400918 10.4655 0 57837.6 0.1193 12 29.0901 0.00382045 0.0718 0.0761 -0.0303 0.001 1 0.005
2011dn 56 0.02513 0.00085 0.02443 2e-05 0.02527 2e-05 15.2053 0.332169 34.4583 0.333265 -9 0 1 0.0523 0.058411 0.21601 0.27569 15.4132 0.10542 0.0122659 0.00119101 0.0013975 -4.50803e-05 -4.56953e-05 299.648 2.6045 -999 -999 -9 -205.825 250 0.15109 9.15925 0.013 55745.1 0.2025 22 24.8286 0.30534 0.1424 0.0744 0.0257 0.004 1 0.023
2007sw 65 0.02517 0.00086 0.025 6e-05 0.02428 6e-05 15.6587 0.305292 34.9117 0.306484 -9 0 1 0.096088 0.030831 0.074801 0.13097 16.0333 0.0392569 0.00692909 0.000250535 6.82528e-05 -1.57286e-06 -6.56088e-06 183.404 46.4934 -999 -999 -9 -50.8392 250 0.0161382 8.41811 0.131 54468.5 0.2761 52 111.56 3.12166e-06 0.0682 0.0751 0.0361 0.005 1 0.033
2012bh 51 0.02517 0.00086 0.025 6e-05 0.02428 6e-05 15.9459 0.236747 35.1989 0.238281 -9 0 1 -0.033322 0.045007 -0.412737 0.26293 15.9697 0.0930226 0.00734722 0.000629488 -0.00362827 2.83104e-05 -2.0257e-05 183.406 46.4835 -999 -999 -9 -50.8392 250 0.0158608 8.41938 0.003 56016.3 1.8721 2 1.64876 0.43851 0.1144 0.0751 0.0135 0.002 1 0.007
370356 15 0.02517 0.00086 0.025 6e-05 0.02428 6e-05 15.9747 0.202583 35.2277 0.204374 -9 0 0 -0.077152 0.035225 -0.288703 0.13403 15.8651 0.0491791 0.00809007 0.000366445 0.00107405 -2.87145e-05 -1.07059e-05 183.406 46.4835 -999 -999 19.1441 -50.8392 250 0.0158603 8.48686 1 56015.8 0.0945 13 9.37956 0.74371 0.0771 0.0751 0.034 0.016 1 0.008
2002he 57 0.02519 0.00086 0.02469 8e-05 0.02441 8e-05 15.8609 0.152945 35.1139 0.15531 -9 0 0 -0.061326 0.020798 -1.65619 0.058796 15.9658 0.0309983 0.00737347 0.000210516 -5.15225e-05 -6.75286e-07 -3.46242e-06 124.995 62.8203 -999 -999 -9 -146.356 250 0.0340683 10.9809 -9 52586 0.0443 78 74.2088 0.60063 0.0458 0.0751 -0.0022 0.001 1 0.003
2002he 63 0.02519 0.00086 0.02469 8e-05 0.02441 8e-05 15.8615 0.172727 35.1145 0.174825 -9 0 0 -0.038479 0.033014 -1.66703 0.17943 16.0229 0.0487451 0.00699611 0.000314097 0.00196956 -3.15842e-05 -8.54097e-06 124.995 62.8203 -999 -999 -9 -146.356 250 0.0340683 10.9809 3.559 52586.2 0.1105 22 20.7336 0.53725 0.0704 0.0751 -0.018 0.001 1 0.004
2018jjd 18 0.02521 0.00086 0.02547 9e-05 0.0256 9e-05 15.7312 0.183307 34.9842 0.185284 -9 0 0 -0.10281 0.028992 0.70895 0.10553 15.4098 0.0394095 0.0123047 0.00044663 -6.6804e-05 -1.24756e-05 -1.06313e-05 66.0835 -31.9874 -999 -999 -9 74.5409 250 0.0292324 7 -9 58470.5 0.0943 19 20.8496 0.34517 0.0665 0.075 0.0487 0.002 1 0.005
2002bf 63 0.02525 0.00085 0.02494 1e-05 0.02438 1e-05 15.6911 0.239204 34.9441 0.240723 -9 0 0 -0.103208 0.092017 -2.2722 0.30468 15.7978 0.15303 0.00860737 0.00121319 0.0145497 -0.000164888 -0.000103508 153.926 55.6685 -999 -999 -9 -91.716 250 0.00963584 10.3104 0.031 52338.3 0.9293 3 0.21944 0.97439 0.1361 0.074 0.0382 0.001 1 0.003
2002bf 50 0.02525 0.00085 0.02494 1e-05 0.02438 1e-05 15.6533 0.267708 34.9063 0.269066 -9 0 1 0.13662 0.031903 -0.318008 0.13092 16.0595 0.048654 0.00676408 0.000303112 0.000528514 -1.41797e-05 -7.74033e-06 153.926 55.6685 -999 -999 -9 -91.716 250 0.00963584 10.3104 0.031 52339.2 0.3463 32 43.0875 0.0912128 0.0706 0.074 -0.1156 0.003 1 0.021
ASASSN-16bq 150 0.02534 0.00086 0.02582 1e-05 0.02493 1e-05 15.9352 0.174626 35.1882 0.176701 -9 0 0 -0.052867 0.034074 -1.67717 0.070301 16.0681 0.0451419 0.00671057 0.000279007 -0.000190497 -2.72959e-06 -8.13338e-06 212.86 1.286 -999 -999 -9 141.164 250 0.0330339 10.6831 0.001 57437.8 0.193 24 24.9616 0.40785 0.0736 0.0746 -0.0035 0 1 0.003
PS15ahs 150 0.02534 0.00086 0.02522 4e-05 0.02551 4e-05 15.9444 0.183966 35.1974 0.185937 -9 0 1 -0.091254 0.031897 0.17315 0.097042 15.7344 0.040576 0.00912508 0.000341021 -0.000162818 -2.5131e-06 -9.22949e-06 269.874 43.3901 -999 -999 -9 -36.7715 250 0.0308673 9.35319 0.015 57156.7 0.1114 10 22.6525 0.0121047 0.0709 0.0746 0.0453 0.001 1 0.005
PSNJ0153424 150 0.02556 0.00085 0.02474 1e-05 0.02565 1e-05 15.9298 0.23216 35.1828 0.233724 -9 0 1 0.069316 0.033712 -0.609377 0.09066 16.2304 0.0481898 0.00577895 0.000256496 -0.000140587 -1.77445e-06 -7.07197e-06 28.4267 29.9363 -999 -999 -9 -237.62 250 0.0465803 10.2733 0.001 57393.6 0.1038 10 19.6557 0.0326823 0.0733 0.0731 -0.0561 0.001 1 0.014
SN2017hn 150 0.02557 0.00085 0.02492 1e-05 0.02385 1e-05 15.8091 0.188251 35.0621 0.190177 -9 0 1 -0.027287 0.035539 0.62439 0.21566 15.6562 0.0432661 0.00980663 0.00039079 -0.000558218 -7.1589e-06 -1.1458e-05 196.914 6.3376 -999 -999 -9 -189.322 250 0.0283978 10.8634 0.001 57768.2 0.399 5 3.34465 0.64701 0.0887 0.0731 -0.0288 0.001 1 0.003
1992ag 50 0.02585 0.00087 0.02592 0.00015 0.0249 0.00015 15.5134 0.343633 34.7664 0.344692 -9 0 0 0.20097 0.048289 -0.676962 0.10882 16.1351 0.0697101 0.00630916 0.000405082 -0.000302467 -4.61728e-07 -1.32801e-05 201.041 -23.8788 -999 -999 -9 21.8269 250 0.0838552 10.3918 0.28089 48808 0.2536 27 241.69 2.28792e-36 0.1165 0.074 -0.152 0.005 1 0.026
SN2017ms 150 0.02591 0.00086 0.02538 1e-05 0.02448 1e-05 15.8651 0.198351 35.1181 0.200181 -9 0 1 -0.120033 0.033733 0.43188 0.23212 15.5491 0.0375811 0.0108229 0.000374618 -0.000178095 -1.90942e-05 -9.24018e-06 156.676 36.6805 -999 -999 -9 -156.121 250 0.00854963 8.61119 0.002 57782.3 0.3625 4 21.5039 0.000650383 0.092 0.073 0.0665 0.001 1 0.005
PSNJ2352371 150 0.02596 0.00085 0.02525 1e-05 0.02648 1e-05 16.1484 0.198664 35.4014 0.200491 -9 0 0 -0.013533 0.040167 -2.03886 0.13735 16.4324 0.0509978 0.00479758 0.000225346 -6.91734e-06 -4.52022e-06 -7.38173e-06 358.155 14.5525 -999 -999 -9 -208.216 250 0.0355061 10.5389 0.005 57284 0.4607 10 24.9873 0.00536969 0.0917 0.072 -0.0273 0.001 1 0.004
2005M 57 0.02598 0.00086 0.02584 5e-05 0.02484 5e-05 16.0401 0.177503 35.2931 0.179545 -9 0 1 -0.092071 0.026546 1.50783 0.072066 15.6227 0.0330614 0.0101141 0.00030798 -0.00046396 1.77892e-06 -6.82669e-06 144.385 23.2007 -999 -999 -9 -42.1176 250 0.026828 8.67964 -9 53405.7 0.0823 44 58.5878 0.0694804 0.0615 0.0728 0.0373 0.004 1 0.006
2005M 5 0.02598 0.00086 0.02584 5e-05 0.02484 5e-05 15.8551 0.196395 35.1081 0.198242 -9 0 1 -0.016115 0.020927 1.27672 0.030701 15.6789 0.0265838 0.00960343 0.000235136 -0.000200983 1.3862e-06 -3.85166e-06 144.385 23.2007 -999 -999 -9 -42.1176 250 0.026828 8.67964 0.01 53406.8 0.0344 155 200.213 0.00840804 0.0486 0.0728 0.0096 0.003 1 0.01
2005M 64 0.02598 0.00086 0.02584 5e-05 0.02484 5e-05 15.582 0.347266 34.835 0.348314 -9 0 1 0.14443 0.044361 1.55227 0.33156 15.8973 0.0558557 0.00785403 0.000404051 0.00186147 -2.45032e-05 -1.64573e-05 144.385 23.2007 -999 -999 -9 -42.1176 250 0.026828 8.67964 0.034 53404.3 0.7712 1 10.9367 0.000942779 0.0978 0.0728 0.0453 0.018 1 0.041
SN2017mf 150 0.02598 0.00086 0.02618 1e-05 0.02561 1e-05 16.0581 0.176679 35.3111 0.17873 -9 0 1 -0.027296 0.033476 -0.158018 0.14413 16.0258 0.0376897 0.00697691 0.000242193 0.00011409 -6.38538e-07 -6.75995e-06 214.129 39.5864 -999 -999 -9 59.0114 250 0.00942174 10.508 0.013 57779.1 0.3612 7 16.024 0.024898 0.0775 0.0728 -0.0236 0.001 1 0.003
2005mc 5 0.02626 0.00086 0.02597 1e-05 0.02515 1e-05 16.0325 0.287644 35.2855 0.288909 -9 0 0 0.17486 0.026247 -1.91661 0.051827 16.7696 0.0411079 0.00351693 0.000133157 -7.64243e-05 -1.078e-06 -2.37016e-06 126.776 21.646 -999 -999 -9 -83.8418 250 0.0375157 10.5777 0.05 53731.7 0.2487 60 122.726 3.31346e-06 0.0631 0.072 -0.1388 0.003 1 0.024
2005mc 64 0.02626 0.00086 0.02597 1e-05 0.02515 1e-05 16.0899 0.322102 35.3429 0.323231 -9 0 0 0.2078 0.03052 -2.6789 0.12122 17.003 0.0400369 0.00283659 0.0001046 -0.000111135 -6.88108e-07 -2.51966e-06 126.776 21.646 -999 -999 -9 -83.8418 250 0.0375157 10.5777 0.543 53733.8 0.1543 30 47.4397 0.0225313 0.071 0.072 -0.1771 0.007 1 0.026
ASASSN-15uu 150 0.02632 0.00086 0.02579 1e-05 0.02678 1e-05 15.7693 0.371366 35.0223 0.372346 -9 0 0 0.16344 0.0376 0.96417 0.18413 16.2928 0.0562213 0.00545626 0.000282535 -0.00062975 2.78677e-07 -8.27442e-06 25.9859 17.0626 -999 -999 -9 -153.683 250 0.0588113 9.70579 0.007 57389.7 0.4004 8 33.4175 5.17834e-05 0.0883 0.0719 0.1079 0.005 1 0.045
2005ms 64 0.02669 0.00086 0.02595 1e-05 0.02522 1e-05 16.055 0.177546 35.308 0.179587 -9 0 1 -0.055584 0.026914 0.43692 0.077026 15.8904 0.0351219 0.00790395 0.000255681 -9.39526e-05 -1.81408e-06 -5.74138e-06 132.31 36.13 -999 -999 -9 -217.485 250 0.0291768 8.49436 0.102 53744.2 0.0632 26 34.9169 0.11346 0.0598 0.0709 0.0193 0.002 1 0.006
1999gp 62 0.02691 0.00086 0.02603 3e-05 0.02675 3e-05 16.0158 0.181374 35.2688 0.183373 -9 0 1 0.015337 0.026351 1.66138 0.038532 15.8052 0.0417555 0.00854906 0.000328782 -0.000253268 1.8938e-06 -6.62841e-06 37.9131 39.3812 -999 -999 -9 -258.629 250 0.0480734 10.9727 0.28089 51551.4 0.0417 120 328.446 2.74527e-21 0.0581 0.0703 -0.0653 0.002 1 0.007
1999gp 57 0.02691 0.00086 0.02603 3e-05 0.02675 3e-05 16.0362 0.204105 35.2892 0.205883 -9 0 1 -0.046336 0.042141 1.38983 0.11167 15.7147 0.0445346 0.00929207 0.000381141 -0.000407593 1.64103e-07 -1.1392e-05 37.9131 39.3812 -999 -999 -9 -258.629 250 0.0480734 10.9727 -9 51550.8 0.0937 41 34.0233 0.77165 0.1066 0.0703 -0.0256 0.001 1 0.003
ASASSN-15mf 150 0.02695 0.00086 0.02691 1e-05 0.02604 1e-05 15.8654 0.179348 35.1184 0.181369 -9 0 0 -0.023271 0.034768 -1.14563 0.16636 15.9904 0.0442641 0.00720849 0.000293881 -0.000222012 2.95863e-06 -8.33321e-06 213.595 2.9755 -999 -999 -9 -14.0106 250 0.0317787 10.9913 0.001 57212.5 0.3922 10 19.9159 0.0465071 0.0802 0.0702 -0.0245 0 1 0.004
ASASSN-17at 150 0.02713 0.00086 0.02643 1e-05 0.02537 1e-05 15.9983 0.184798 35.2513 0.18676 -9 0 1 -0.02295 0.034274 -1.46792 0.27096 16.1718 0.0407156 0.00609918 0.000228722 0.000158751 -3.18839e-06 -6.68127e-06 174.64 25.3971 -999 -999 -9 -204.188 250 0.0236917 10.1022 0 57776.8 0.4103 6 15.9545 0.025535 0.0846 0.0698 -0.0245 0 1 0.004
SNF20071021-000 57 0.02714 0.00087 0.0264 0.00015 0.0276 0.00015 16.0694 0.214364 35.3224 0.216057 -9 0 0 0.002318 0.02832 -0.784696 0.080523 16.2544 0.0484828 0.00565247 0.000252407 -0.00016564 5.63135e-07 -5.54694e-06 3.7493 16.335 -999 -999 -9 -215.716 250 0.0594672 7 -9 54408 0.097 43 61.8222 0.0313403 0.0608 0.0705 0.0097 0.003 1 0.013
2013fn 56 0.0273 0.00086 0.02724 5e-05 0.02823 5e-05 16.0362 0.297685 35.2892 0.298907 -9 0 1 -0.04987 0.059293 0.037964 0.51229 15.9474 0.0473954 0.00749983 0.000327389 0.00341237 -4.15738e-05 -1.26731e-05 315.099 -14.4978 -999 -999 -9 -18.0539 250 0.0342391 7.2614 0.036 56571.4 0.4694 10 6.85133 0.7394 0.17 0.0693 0.0186 0.002 1 0.007
2002eb 57 0.02731 0.00091 0.02633 0.0003 0.02751 0.0003 16.0143 0.170229 35.2673 0.172357 -9 0 1 -0.07121 0.020783 0.78251 0.038435 15.7518 0.0400898 0.00898012 0.000331583 -7.6215e-05 3.37498e-07 -5.25993e-06 334.772 24.5944 -999 -999 -9 -284.347 250 0.0520682 7 -9 52494.7 0.0373 95 141.212 0.00148106 0.0435 0.0733 0.0207 0.002 1 0.006
2007co 57 0.02731 0.00086 0.02655 0.00011 0.02696 0.00011 16.0907 0.229204 35.3437 0.230789 -9 0 1 0.021976 0.030572 -0.065862 0.055708 16.2334 0.0689543 0.00576286 0.000365995 -0.000183369 1.37785e-06 -8.95624e-06 275.765 29.8971 -999 -999 -9 -221.823 250 0.0973434 9.81719 -9 54265.2 0.059 62 50.0214 0.86282 0.0585 0.0693 0.0126 0.003 1 0.016
2007co 56 0.02731 0.00086 0.02655 0.00011 0.02696 0.00011 15.8588 0.345538 35.1118 0.346591 -9 0 1 0.066694 0.058991 -0.697511 0.37661 16.2323 0.0762542 0.00576863 0.000405146 0.00200815 -1.88916e-05 -1.51763e-05 275.765 29.8971 -999 -999 -9 -221.823 250 0.0973434 9.81719 0.008 54265.4 0.4164 16 3.08261 0.9998 0.154 0.0693 0.012 0.007 1 0.027
2007co 64 0.02731 0.00086 0.02655 0.00011 0.02696 0.00011 15.974 0.260248 35.227 0.261645 -9 0 1 0.054766 0.030725 -0.210051 0.062151 16.2374 0.0693092 0.00574181 0.000366535 -5.96165e-05 4.54232e-07 -8.86974e-06 275.765 29.8971 -999 -999 -9 -221.823 250 0.0973434 9.81719 3.818 54265.1 0.0584 74 74.8427 0.45074 0.0598 0.0693 0.0106 0.005 1 0.024
1992P 50 0.02736 0.00086 0.02643 1e-05 0.02531 1e-05 16.06 0.218475 35.313 0.220137 -9 0 1 -0.104397 0.042826 0.15615 0.27557 15.7953 0.0358796 0.00862712 0.000285095 -0.000955395 1.23526e-06 -9.60769e-06 190.704 10.3601 -999 -999 -9 -272.653 250 0.0175178 10.1744 -9 48719.8 0.381 12 16.2844 0.17855 0.1176 0.0692 0.0288 0.001 1 0.003
2007su 65 0.0274 0.00086 0.0266 1e-05 0.02783 1e-05 16.0512 0.351818 35.3042 0.352852 -9 0 0 0.17494 0.036404 0.24547 0.35091 16.655 0.0682278 0.00390856 0.000245614 0.00197896 8.91482e-07 -7.1183e-06 334.787 13.1779 -999 -999 -9 -231.919 250 0.0715845 8.47416 0.081 54460.6 0.6426 10 3.22716 0.97556 0.0768 0.0691 0.0466 0.014 1 0.046
ASASSN-15fa 150 0.02741 0.00086 0.02721 1e-05 0.02734 1e-05 16.2706 0.223713 35.5236 0.225337 -9 0 0 0.053892 0.034025 0.83709 0.22502 16.3063 0.0425571 0.0053888 0.000211222 -0.000486078 5.61964e-06 -6.00842e-06 257.442 62.9743 -999 -999 -9 -57.8254 250 0.0235997 10.6915 0.001 57102 0.4594 8 4.27584 0.89234 0.0813 0.0691 -0.0599 0.001 1 0.012
2005na 5 0.02748 0.00086 0.02717 8e-05 0.02665 8e-05 15.86 0.170601 35.113 0.172724 -9 0 1 -0.130216 0.024077 -0.435652 0.030748 15.6486 0.0474874 0.00987564 0.000431936 -0.00015282 1.60331e-06 -7.27449e-06 105.403 14.1333 -999 -999 -9 -88.8817 250 0.0668144 8.83614 0.04 53741.2 0.0575 76 298.49 3.99655e-28 0.0544 0.0689 0.0746 0.003 1 0.005
2005na 64 0.02748 0.00086 0.02717 8e-05 0.02665 8e-05 15.9008 0.184895 35.1538 0.186856 -9 0 1 -0.073397 0.031585 -0.361526 0.097977 15.8067 0.0582785 0.00853714 0.000458244 -2.34642e-05 -1.70401e-06 -1.02624e-05 105.403 14.1333 -999 -999 -9 -88.8817 250 0.0668144 8.83614 3 53741.3 0.4352 27 34.905 0.14129 0.0718 0.0689 0.0271 0.002 1 0.006
2005na 57 0.02748 0.00086 0.02717 8e-05 0.02665 8e-05 15.8587 0.168141 35.1117 0.170295 -9 0 1 -0.087572 0.024515 -0.319979 0.082437 15.7287 0.0504852 0.00917286 0.000426525 -7.2143e-05 -8.29345e-08 -7.84395e-06 105.403 14.1333 -999 -999 -9 -88.8817 250 0.0668144 8.83614 -9 53741.3 0.217 42 65.4433 0.0117749 0.0527 0.0689 0.0412 0.002 1 0.006
ASASSN-16av 150 0.02773 0.00086 0.02676 7e-05 0.02567 7e-05 16.0937 0.288615 35.3467 0.289875 -9 0 0 0.16057 0.036869 0.78114 0.21354 16.438 0.0463055 0.00477325 0.000203574 -0.000823663 5.42583e-07 -6.21859e-06 177.868 22.0261 -999 -999 -9 -284.498 250 0.0236045 10.9106 0.001 57409.6 0.4094 6 19.855 0.00293881 0.09 0.0683 -0.0894 0.002 1 0.024
2006gj 5 0.02803 0.00086 0.0277 0.0001 0.0283 0.0001 16.4728 0.320564 35.7258 0.321699 -9 0 0 0.23987 0.027156 -2.10847 0.077437 17.3773 0.0526857 0.00200956 9.75145e-05 -0.000267055 1.70716e-07 -1.95368e-06 49.3992 -1.6917 -999 -999 -9 -95.7491 250 0.0724582 10.9096 0.16 54000.3 0.1254 34 40.1171 0.21732 0.0604 0.0675 -0.2007 0.006 1 0.026
